Sr. No.,Sector Name,Line Ministry,Implementing Agency,Project Code,Project Name,"Original Cost
(in cr.)","Revised Cost
(in cr.)","Expenditure
(in cr.)","Physical Progress
(in %)","Original
Date of Commissioning","Revised
Date of Commissioning",Sanction Date
1007,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618439,"Construction of Balance Work of 4-Laning of the Section from Jorhat to Jhanji of NH-37 Old from Km 453000 to Km 463000 10.000 Km, under SARDP- NE under EPC Mode in the state of Assam Pkg-I Road Works",478,0,0,0,11-08-2024,,10-01-2024
1008,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618444,"Construction of Balance Work of the 4-Laning of the Section from Jorhat to Jhanji of NH-37 Old from Km 453.000 to Km 490.800, under SARDP- NE , under EPC Mode in the state of Assam Pkg-IV Structures & Toll Plaza",279,0,0,94,11-08-2024,,10-01-2024
1009,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618443,"Construction of Balance Work of the 4-Laning of the Section from Jorhat to Jhanji of NH-37 Old from Km 463.00 to Km 477.000 14.000 Km, under SARDP- NE under EPC Mode in the state of Assam Pkg-II Road Works",438,0,0,95,11-08-2024,,10-01-2024
1010,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618442,"Construction of Balance Work of the 4-Laning of the Section from Jorhat to Jhanji of NH-37 Old from Km 477.000 to Km 490800 13.800 Km, under SARDP- NE under EPC Mode in the state of Assam Pkg-III Road Works",359,0,0,98,11-08-2024,,10-01-2024
1011,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618054,Construction of Balrampur bypass with 2L flexible pavement configuration from km.223.000 of NH-330 to km.328.300 of NH-730 under EPC mode,516,0,80.95,42,02-02-2026,,13-12-2022
1012,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618243,Construction of Basti Ring Road Phase-I with 4L configuration for Basti City in the state of Uttar Pradesh on HAM mode,1139,0,0,19,12-06-2027,,08-12-2022
1013,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618004,Construction of Bhabhua Bypass from Ch. 10800Design Ch. 10800 to Ch. 19860 Design Ch. 18150 and Chand Bypass from Ch. 38060 Design Ch. 36250 to Ch. 40460 Design Ch. 38650 and widening of existing road to 2 - lane with Paved shoulder from Ch. 40460 Design Ch. 38650 to Ch. 46860 Design Ch. 45050 of NH-219 Total length-16.150 Kmunder EPC mode in the state of Bihar,180,0,0,0,03-07-2026,,17-02-2022
1014,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,619005,Construction of bypass around Chatra Town on NH-22 old NH-99 in the state of Jharkhand under EPC Mode,235,199.2,0,0,01-01-2028,05-01-2026,17-03-2023
1015,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617930,Construction of Bypass on NH-59 from Km 336/350 to 349/910 13.56 km near Berhampur town including 4-lane RoB in the state of Odisha.,197,0,30.46,35,11-12-2025,,31-03-2021
1016,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617990,Construction of bypass road to Adoni town connecting NH-167 Hagari - Jadcharla road from km.62/700 to 71/400 in Kurnool District in the State of Andhra Pradesh.,242,0,78.49,95,04-11-2025,,30-03-2023
1017,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617904,Construction of Bypass road to Balangir town from km 72/400 Desing km 0/0 to km 79/800 Design km 11/670 of NH-26 in the State of Odisha.,239,0,6.09,40,25-10-2025,,22-02-2022
1018,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617925,Construction of Bypass to Khordha town from Km 294/000 to 300/300 on NH-57 including LA in the State of Odisha on EPC mode.,157,0,33.61,60,02-11-2024,01-07-2025,09-02-2022
1019,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617962,"Construction of Bypass to Madurai Achambathu Viratipathu in between km 6/850 10/382 of NH 49 Extn New NH 85 including Land Acquisition on Engineering, Procurement & Construction EPC basis Contract under NH O Annual Plan 2021-22 in the state of Tamil Nadu job No.NH-49 Extn New NH 85 - TN-2021-22-997",239,260.07,85.64,72,23-08-2026,,21-03-2022
1020,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617924,Construction of bypass to Nayagarh town from km 235.469 to 252.482 of NH-57 including land acquisition in the state of Odisha.,300,0,78.14,90,30-04-2025,,20-01-2022
1021,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618950,Construction of Bypass to NH-114A Connecting NH-333 and NH-133 Deoghar Bypass from design km 0.000 to design Km 49.000,1565,0,0,0,27-01-2028,,27-11-2024
1022,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617890,Construction of Champawat Bypass with two lane with paved shoulder configuration starting from existing chainage 121.700 to existing chainage 129.450 Design Length 9.847 of NH-125 in District-Champawat in the state of Uttrakhand on EPC mode.,221,0,0,0,31-12-2027,,20-02-2025
1023,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618262,Construction of Deoria Bypass from existing Km. 27.140 to existing Km. 46.780 Design Km. 49.109 on NH727A Design length 21.969 Km. to four lane with paved shoulder configuration under Hybrid Annuity Mode HAM in the State of Uttar Pradesh,1735,0,0,5,31-07-2027,,27-03-2023
1024,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,619004,"Construction of Dubrajpur Bypass with 4-lane configuration of length 5.676 km on NH-60 new NH-14 from design chainage 0.00 existing km 316.135 on NH-60 to design chainage 5.676 existing km 320.980 on NH-60 in the district of Birbhum, West Bengal under Annual Plan 2022-23 in EPC Mode- reg. Job. No. 014-WB-2022-23/518.",561,0,0,0,18-12-2027,,29-03-2023
1025,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617935,"Construction of Elevated corridor from Km. 135.650 to 136.300 on 63, from Km. 249 to Km. 250.050 on old NH-4 and from Km. 192.910 to Km. 193.350 on NH-218 from decongestion of traffic in Ranichennamma circle in Hubli city in the state of Karnataka on EPC basis",298,349.49,141.25,52,04-06-2024,03-08-2025,31-08-2020
1026,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618525,Construction of flyover at Gammon Junction at Km.903.265 on NH16 including vent at Diwancheruvu junction at Km.902.308 Blackspot ID No.AP03299 in Andhra Pradesh on EPC mode under NHO,327,223.29,5.34,4,20-10-2027,,07-03-2025
1027,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619141,Construction of four lane access controlled highway from Chillakuru cross road to Turpu KanupurPart 1 of Package - II km 0.000 131.500 of NH - 16 to km 23.770 on New NH-516W including sixlane flyover and approaches on NH-16 length km 1.050 and six lane access controlled from TurpuKanupur to Port South Gate Part 2 of Package - II km 23.770 to km 35.015 on New NH-516W inthe state of Andhra Pradesh on HAM Mode under Bharatmala Pariyojana Phase I,864,844.39,259.02,46,06-12-2025,,10-08-2022
1028,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618883,Construction of Four Lane Highway form Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package I [from Hridaipur km 0.000 to Shahapur km 42.500] on EPC Mode in the state of Uttar Pradesh.,1706,1579.59,748.02,92,02-07-2025,29-12-2025,07-10-2022
1029,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618884,Construction of Four Lane Highway from Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package II [from Shahapur km 42.500 to Pindari km 78.150] on EPC Mode in the state of Uttar Pradesh.,1494,1311.44,636.34,82,26-10-2025,,14-10-2022
1030,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619154,Construction of Four Lane Highway from Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package III [from Pindari km 78.150 to Rawalganj Bypass Km 117.120] on EPC Mode in the state of Uttar Pradesh.,1494,1493.59,478.04,72,28-08-2025,31-05-2026,05-10-2022
1031,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618885,Construction of Four Lane Highway from Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package IV [from Buxur Spur of length km 17.270 on EPC Mode in the state of Uttar Pradesh.,618,549.02,218.99,80,14-06-2025,,12-10-2022
1032,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618164,Construction of four lane highway with paved shoulder from Km.74.700 to Km.112.950 of NH-731A i/c Yamuna Bridge on HAM in the state of Uttar Pradesh.,1142,1157.31,0,68,23-06-2026,,30-03-2022
1033,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618003,Construction of four lane ROB and its approaches in lieu of existing Level Crossing No. RV-71 at km 435 on NH-217 New NH-353 at Khariar including land acquisition under NHO in Annual Plan 2021-22 for the state of Odisha for F.Y. 2021-22 to F.Y 2033-34,154,0,22.32,45,26-12-2024,,15-11-2021
1034,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618059,Construction of four-lane Concrete Road from Police Headquarter Gondia City to Rawanwadi Village Birsi Airport Junction from design km 0.000 to km 15.781 existing km 39/720 of NH-753 to existing Km 8/400 of NH 543 on sections from Kohmara- Goregaon- Police HeadquarterKaranja - Collector Office Square - Balaghat T Point- Rawanwadi- Rajegaon of NH-753 and NH-543 in Gondia District in the state of Maharashtra. Total Length of the project 15.781 Km.,328,0,0,34,14-08-2025,,14-02-2023
1035,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618008,"Construction of four-lane elevated viaduct from km.4634 to km.6345 on NH-24A including Retaining wall, service lane, at grade road and improvement of junctions, on EPC mode",185,269.81,158.8,100,27-09-2023,24-03-2024,31-03-2021
1036,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618120,construction of Four-Lane of chausa-Buxar Bypass from Km 45.000 to Km 65.915 Package - 2 in the State of Bihar on EPC Mode.,1060,0,0,0,13-01-2028,,22-09-2022
1037,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],619068,Construction of Greenfield Connectivity to Jewar International Airport from DND-Faridabad-Ballabhgarh Bypass KMP Link - Spur to Delhi Mumbai Expressway,2921,3485.77,870.3,63,21-06-2025,18-03-2026,07-07-2022
1038,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618412,Construction of i Connecting Road from Z-Morh Tunnel to Zojila Tunnel Road Length 18.475km and ii 14.150 Km long 2-L Bi-directional single tube Zoji-la Tunnel across Zojila Pass on Sonamarg - Kargil section from Km 82 to Km 118 of NH-01 under PMDP,6809,0,3147.58,66,30-09-2026,26-12-2027,18-01-2018
1039,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618405,"Construction of Intermediate Lane of Pango to Jorging Road from 0000 to Design Km Design Km 40000 Design Length 40.00 Km, Pkg-l, Greenfield Alignment in the State of Arunachal Pradesh on EPC mode Pkg-1",898,0,0,27,16-07-2027,,15-01-2024
1040,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618403,Construction of Intermediate Lane Road with hard shoulder from design Km 0.000 to Km 17.387 Total length 17.387 km of Hunli to Ithun Bridge section on NH-913 Frontier Highway in State of Arunachal Pradesh on EPC mode under NHO-NE,276,0,0,22,30-01-2027,,27-02-2024
1041,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618402,"Construction of Intermediate Lane with Hard Shoulder of Hunli to Hayuliang from Design Km 0.000 to Km 53.000 Design Length 53.000 km, Greenfield Section of Frontier Highway NH-913 in the State of Arunachal Pradesh on EPC Mode Package-I",1262,0,171.26,10,29-02-2028,,27-02-2024
1042,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618401,"Construction of Intermediate Lane with Hard Shoulder of Hunli to Hayuliang Package-III from design Km 60.000 to Km 121.500 Design Length 61.500 km, Greenfield Section of Frontier Highway NH-913 in the State of Arunachal Pradesh on EPC Mode Pkg-3",1419,0,0,1,17-07-2028,,27-02-2024
1043,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617957,Construction of Jasra Bypass with four lane paved shoulder configurationfrom Km 379.670 on NH-76New NH-35 to Km 18.00 on NH-27New NH-30 on EPC in the State of Uttar Pradesh.,274,0,0,91,15-09-2025,,15-02-2023
1044,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618068,"Construction of Kaithi-Padaria Kala bypass, Patna-Tamoli bypass, Jaso bypass and Nagod bypass total length 15.44 Km to 2-lane with paved shoulders flexible pavement on NH-943 in the State of Madhya Pradesh on EPC Mode.",158,0,0,50,06-10-2025,,04-03-2022
1045,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618399,Construction of Kishtwar bypass with 2 lane with paved shoulder from Design Km. 80.675 Dulhasti to km 95.550 Bandarkoot of 14.88 km & a link road to Kishtwar town from 0000 to 1.871 of length1.871 Km on Khellani - Kishtwar - Chattroo section in UT of Jammu and Kashmir on EPC Mode Pkg-4,860,0,0,0,23-08-2023,08-11-2024,30-03-2021
1046,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618554,Construction of left out portion of Agra Inner Ring Road connecting village Deori to NH-44 village Bad from Km. 0.000 to Km. 7.772,879,787.58,611.55,91,19-09-2024,,15-07-2022
1047,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618144,Construction of Major Bridge Across Sharavathi Backwaters and approches between Ambargodu and Kalasavalli Near Sigandhur in Sagar Taluk on NH 369E in the State of Karnataka on EPC mode.Job No. NH-369E-KNT-2018-19-895 dated 06.03.2019.,423,0,0,0,10-12-2022,,06-03-2019
1048,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617989,Construction of Major Bridge at Km.180.865 across river Krishna on NH 167 Hagari Jadcherla section,157,187.61,92.25,68,06-11-2021,15-10-2024,06-03-2019
1049,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617895,Construction of Mangaldoi Bypass NH-15 starting at Ch 26400 and terminating at Ch 41505 under Rangia NH Division L 15.105 Km in the State of Assam. Job No. 15/AS/2021-22/234,535,0,104.57,61,28-04-2025,,30-03-2022
1050,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618081,Construction of Mariahu Bypass with four lane paved shoulder configuration Km. 53.540 to Km.59.200 of NH-135A on EPC mode in the state of Uttar Pradesh,438,362.39,0,47,28-02-2026,,01-03-2023
1051,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618045,"Construction of Mihona bypass, Lahar bypass, Daboh bypass & Bhander Bypass total length 20.60 km to 2-lane with paved shoulder from on Mihona-Bhander-MP/UP border section of NH 552E in the State of Madhya Pradesh on EPC mode",179,0,71.77,67,19-12-2024,,30-03-2022
1052,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618156,"Construction of Morena bypass, Ambah bypass & Porsa bypass Totat length 27.16 km Section of NH-552 Ext. to TWo lane with paved shoulder configuration in the state of Madhya Pradesh on EPC mode",493,0,0,51,02-10-2026,,08-02-2023
1053,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618159,"Construction of new 2 Lane with paved shoulders of NH Standards from km 0.080 to km 11.690 L11.610 km in Majuli and from km 19.715 to km 27.484 L 7.769 km in Jorhat on the newly declared NH 715K and construction of 1.10 km flyover on NH-715 with its approaches and service roads L1.10 km, Total Length 20.479 km in the State of Assam Job No. 715K/AS/2023-24/256",382,0,19.45,0,28-03-2027,,23-02-2024
1054,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,618286,Construction of New 2-Lane Bridge with its approaches from km 0000 to Km 4385 across River Brahmaputra on NH-17 at Jogighopa in Assam on EPC mode,747,0,384.62,74,10-11-2024,12-06-2026,09-09-2021
1055,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,617926,Construction of new 4 lane major bridge with approaches on Sabarmati River near Dharoi at Km. 82/00 to 86/00 Design length 3.300 km on NH-58 in the State of Gujarat on Hybrid Annuity Mode HAM,398,0,0,8,19-08-2027,25-11-2025,15-03-2024
1056,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,618246,Construction of New 4-Lane Bridge Parallel to existing Vikramashila Setufrom km 8920 to Km 13375including approach road 35m Naugachhia side &53 m Bhagalpur sideacross River Ganga on newly declared NH-131B at Bhagalpur in the State of Bihar,1110,0,0,44,08-05-2027,,17-07-2020
1057,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618801,Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from Km -0342 to Km 20223 Package 1 from Km -0342 to Km 4604,1389,1388.59,150.31,16,20-05-2026,,15-03-2023
1058,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],618800,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package II from Km 4.604 to Km 9.700,1617,1616.97,141.23,13,20-05-2026,,15-03-2023
